FICO,DTI,Annual_Income,Revolving_Utilization,Loan_Amount,Predicted_PD,Target
790.0,1.36,95000.0,22.2,12000.0,0.01382288819636611,1
785.0,18.83,75000.0,30.8,12000.0,0.015160171558741926,1
795.0,7.19,120000.0,11.2,6500.0,0.015352361300133897,1
