Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2018-01-02,237.20822143554688,237.24353176099643,235.99910539429536,236.38743817258023,86655700
2018-01-03,238.7085723876953,238.8586210527526,237.37588383141548,237.37588383141548,90070400
2018-01-04,239.7146759033203,240.2001052621967,238.77034705953375,239.3528461298561,80636400
2018-01-05,241.31222534179688,241.4357710973059,240.0148467725548,240.50908366237172,83524000
2018-01-08,241.7535400390625,241.91239614456097,240.92392224293428,241.21515843634816,57319200
2018-01-09,242.30067443847656,242.92729133603828,241.89467301514344,242.17710176166534,57254000
2018-01-10,241.92996215820312,242.1947491850902,240.87089485231098,241.5416293992104,69574300
2018-01-11,243.6951141357422,243.6951141357422,242.3183077116669,242.48599809071717,62361500
2018-01-12,245.28372192382812,245.4513853459865,243.65977037754436,243.95986770279555,90816100
2018-01-16,244.44534301757812,247.19895630881084,243.7481053784868,246.54586331724417,106555100
2018-01-17,246.77520751953125,247.16354019531394,244.44523839871476,245.38075977204224,113258800
2018-01-18,246.3604736328125,247.08416018383002,245.86620991262484,246.66054404350461,100728000
2018-01-19,247.48130798339844,247.48130798339844,246.360454454197,246.94292660180025,140920100
2018-01-22,249.4936981201172,249.4936981201172,247.21665259534083,247.2696315708469,91322400
2018-01-23,250.02308654785156,250.31432259158277,249.21111086946777,249.537657229793,97084700
2018-01-24,249.9260711669922,251.267594294925,248.74343104844894,250.6674264532183,134816100
2018-01-25,250.03192138671875,250.8880148544569,249.23761424633597,250.79094514051235,84587300
2018-01-26,252.92672729492188,252.97087192533644,250.61439977182803,250.87035243981435,107743100
2018-01-29,251.24996948242188,252.79446666489508,251.09111337921618,252.35318175561702,90118300
2018-01-30,248.6728057861328,251.3028458154768,248.19621068618974,249.41416097833022,131796400
2018-01-31,248.79638671875,250.03197888056295,247.71965063476534,249.52893463410672,108364800
2018-02-01,248.51390075683594,249.82011327517833,247.71959361663272,248.0638086399211,90102500
2018-02-02,243.10374450683594,247.3224250313871,243.06843419043827,247.19001807836568,173174800
2018-02-05,232.9365692138672,243.45680984544458,232.3893804155694,241.33864836363057,294681800
2018-02-06,237.52597045898438,238.02904161566474,228.3207756191382,229.41515334899344,355026800
2018-02-07,236.23739624023438,240.3766225268729,236.15794128128965,236.96991709393592,167376100
2018-02-08,227.37635803222656,236.67864701701694,227.3410477148641,236.53743268144763,246449500
2018-02-09,230.79196166992188,232.65417068859074,223.21951251611446,230.1741521461986,283565300
2018-02-12,234.1810302734375,235.6549334560519,230.93318038986496,232.84834146844216,143736000
2018-02-13,234.76348876953125,235.3106775542343,232.38937464192566,232.97187374838228,81223600
2018-02-14,237.93191528320312,238.29377202093067,233.26311494915726,233.2719492632603,120735700
2018-02-15,240.96798706054688,240.9768213757664,237.2082317857768,239.67944293122517,111200300
2018-02-16,241.03851318359375,242.98901092796007,240.29715812803184,240.34130275786168,160420100
2018-02-20,239.5293731689453,241.53282330759552,238.73506595181618,240.08539630110135,86369700
2018-02-21,238.33787536621094,242.45948665527047,238.2408056524626,239.97063427773688,98883700
2018-02-22,238.64683532714844,240.98563958494128,237.97610068752368,239.2646448747416,110511300
2018-02-23,242.45065307617188,242.45065307617188,239.39697023239063,239.87356529065386,92766400
2018-02-26,245.26608276367188,245.36317942383232,242.93611306034282,243.5274196004712,86491400
2018-02-27,242.20347595214844,246.16623025103854,242.1416896397175,245.45132437010793,99099200
2018-02-28,239.74998474121094,243.7568575695783,239.43227266875252,243.30673853304685,121907800
2018-03-01,236.26385498046875,241.0915109992205,234.76347612640865,239.53818013232367,176855100
2018-03-02,237.48182678222656,238.04668427985953,233.72209843242288,234.58699944157743,139083200
2018-03-05,240.22665405273438,240.84446362980503,236.1844696553322,236.2904006461169,97307400
2018-03-06,240.83558654785156,241.2857056436137,239.33520751790135,241.2062506811617,79213200
2018-03-07,240.74728393554688,241.10030631475482,238.47026669585668,238.6644330445032,87063500
2018-03-08,241.91232299804688,242.03586873144707,240.42961259393087,241.42689357727699,66901200
2018-03-09,246.12216186523438,246.12216186523438,243.0066924846827,243.32443152283722,113625300
2018-03-12,245.81326293945312,247.04004755005172,245.4249301802626,246.4134307070383,71924800
2018-03-13,244.22467041015625,247.48135451715854,243.61569520745581,246.9782833612081,91968900
2018-03-14,242.97142028808594,245.37201087683877,242.41542401836875,245.18667878693302,105895100
2018-03-15,242.70655822753906,244.12748187653722,242.20348726090046,243.48322352328762,83433000
2018-03-16,242.9698028564453,244.02426910631863,242.91663876332197,243.23562332206194,100343700
2018-03-19,239.68234252929688,243.14701357394614,238.02533182136833,242.2166148792371,109208400
2018-03-20,240.0899658203125,240.7279619844799,239.40764821702882,240.08109612413793,59757300
2018-03-21,239.62924194335938,242.1457755675959,239.41658550918183,240.0457121547999,78709600
2018-03-22,233.63914489746094,238.24687127336625,233.36442767167804,237.39621867257364,148785900
2018-03-23,228.65914916992188,234.40998309139968,228.46420518882513,234.08212890540764,183534800
2018-03-26,234.9151611328125,235.19872107504872,229.86438149033208,232.2745869158108,141956100
2018-03-27,230.91876220703125,236.3860100315991,229.35921014628045,235.85436913975627,129941400
2018-03-28,230.2365264892578,232.72650507922,229.1288958346585,231.0517545494191,146452300
2018-03-29,233.1783447265625,235.04803889006126,230.24534161174782,231.37955405153937,111601600
2018-04-02,228.14524841308594,233.16060140717715,225.6641539602487,232.6466458301435,186286300
2018-04-03,231.06939697265625,231.54790084231985,227.58701373854828,229.38580429555046,119956900
2018-04-04,233.54164123535156,234.25051384071205,227.3743630350943,227.50727326837983,123715300
2018-04-05,235.3846893310547,236.27079336791292,234.21502551238206,235.30491617099818,82652600
2018-04-06,230.13902282714844,234.91511121117597,228.61492226371996,233.41761973833164,179521200
2018-04-09,231.2732391357422,234.6758766504294,230.3339706727079,231.6010934239275,105442900
2018-04-10,234.9505615234375,235.73920737004502,233.02773023935865,234.17078537363722,103529000
2018-04-11,233.7188262939453,235.38470633022627,233.39097210331045,233.46184853300807,91140200
2018-04-12,235.6416778564453,236.58981581809672,234.8707715473141,235.04800319983428,68890500
2018-04-13,234.9505615234375,237.06836388672494,233.94041663247518,236.95316599526464,85079200
2018-04-16,236.88221740722656,237.65315075520957,235.7657445341628,236.58981492759767,63405300
2018-04-17,239.41650390625,240.0190482922241,238.14051165256654,238.65444020724917,64682000
2018-04-18,239.59375,240.40008110058082,239.1329584662319,239.8595704681303,57303900
2018-04-19,238.26463317871094,239.14186791110615,237.22787909716655,238.93805415715846,77655900
2018-04-20,236.24432373046875,238.41529071888917,235.35821917058536,238.19376457891832,99953100
2018-04-23,236.2088623046875,237.37852663195872,235.12781382798426,236.82027651931742,65558000
2018-04-24,233.0277862548828,237.4583090421641,231.52139769050115,237.23678290280003,112885500
2018-04-25,233.6036376953125,234.0466897633029,231.1402692789558,232.96564163573618,103840900
2018-04-26,235.97840881347656,236.8113489300226,234.1884880533214,234.6315401560904,67731900
2018-04-27,236.20001220703125,236.8911726319967,235.26074360494388,236.58990034847466,57053600
2018-04-30,234.38345336914062,237.3784901828329,234.31254988286898,236.82024015591008,82182300
2018-05-01,234.7999267578125,234.9062549469542,232.25678470597379,233.8163369247376,74203400
2018-05-02,233.22265625,235.42017754766255,232.83276820523602,234.60497675716078,86368900
2018-05-03,232.70870971679688,233.36441825326074,229.54531083801862,232.3897251450331,136311500
2018-05-04,235.72146606445312,236.40378371087323,231.40614226864932,231.73399654675637,91222100
2018-05-07,236.5189971923828,237.49369039421902,235.80122775346544,236.49241514218292,55304900
2018-05-08,236.5189971923828,236.88227619786133,234.9505751053087,236.14682144782418,67499200
2018-05-09,238.8050994873047,239.13295373876954,236.66958496301973,237.1923832345118,59666100
2018-05-10,241.03802490234375,241.36590613081722,239.44304835654398,239.5493765206972,72063900
2018-05-11,241.77357482910156,242.03939531467498,240.64820500940436,241.16216067052423,59871500
2018-05-14,241.8887939453125,242.86348717244786,241.33938649065405,242.2077785559908,54790600
2018-05-15,240.22286987304688,240.67476465646027,239.27473182648828,240.6570523063235,87036100
2018-05-16,241.23301696777344,241.69380849328593,240.2317148194943,240.25832390758728,53942600
2018-05-17,241.0292510986328,242.11029947923785,240.24947494976902,240.96721730457352,56536400
2018-05-18,240.4267120361328,241.0469959769086,240.07227565930188,240.68368990208415,64368000
2018-05-21,242.23435974121094,242.77489749638747,241.52548702550746,241.9153751316726,58025900
2018-05-22,241.56085205078125,243.0140759132213,241.23299782472574,242.75709812452075,52966400
2018-05-23,242.22543334960938,242.25204243593697,240.12537070306328,240.2848900122569,64694200
2018-05-24,241.72926330566406,242.10143904249645,239.93934219858906,241.82674884888,76043800
2018-05-25,241.15333557128906,241.78246219799894,240.64824951353336,241.15333557128906,56374800
2018-05-29,238.3797607421875,240.28490655418898,237.2632877514973,239.52284282103713,115908600
2018-05-30,241.56085205078125,242.00390414907335,239.62030873867553,239.6911851760305,69678400
2018-05-31,240.0811004638672,241.45455130792251,239.47855603174983,241.15327909186382,93519900
2018-06-01,242.43817138671875,242.7394436403648,241.31280148206613,241.38370497807728,71258400
2018-06-04,243.59002685546875,243.84700463216683,243.02293425785373,243.26217264472606,45385200
2018-06-05,243.76734924316406,244.14836768170866,242.95212121855056,243.7230277938543,51135000
2018-06-06,245.80535888671875,245.91168708965282,243.75845985495647,244.37874376108593,62732200
2018-06-07,245.77877807617188,246.58513634150475,244.86609160736845,246.2927337819607,72969400
2018-06-08,246.50534057617188,246.55850466720713,245.1496021712623,245.31796414012572,72139700
2018-06-11,246.83323669433594,247.55097908683487,246.61171059685452,246.72690849422645,58892500
2018-06-12,247.15220642089844,247.51548536240927,246.5053405909237,247.24966490721712,72329000
2018-06-13,246.3636016845703,247.64846386267786,246.15978794048652,247.39148601870437,79070600
2018-06-14,246.98388671875,247.51552772011485,246.3901848782126,247.23199486664026,77097600
2018-06-15,246.66876220703125,247.00699817002496,245.0844151934163,246.19701919632521,120041600
2018-06-18,246.16143798828125,246.28606268998453,244.72841689781526,245.2090423276186,52917600
2018-06-19,245.2178497314453,245.44037046622884,243.4643852548241,243.88272532274416,97531500
2018-06-20,245.63623046875,246.30379278362722,245.29799454977004,245.90324452942883,53785500
2018-06-21,244.096435546875,245.6451989601407,243.59799107183375,245.62737990969782,71061400
2018-06-22,244.5414581298828,245.47606182010338,244.31893732219,245.3603466539936,54898500
2018-06-25,241.21258544921875,243.54459945689817,239.52143253368837,243.3843909746579,137854200
2018-06-26,241.74664306640625,242.60111547591393,241.025677726636,241.7822540060656,68547400
2018-06-27,239.7439422607422,243.76710899754366,239.59261614795705,242.33408792303402,105110700
