Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2018-01-02,4.928532600402832,4.93224137307798,4.808626305798373,4.840271355599246,355616000
2018-01-03,5.252898693084717,5.283308271761449,5.037314076259116,5.045967093389714,914704000
2018-01-04,5.2805891036987305,5.390854021644087,5.258338350305627,5.334238289141166,583268000
2018-01-05,5.325337886810303,5.362669410950492,5.218534182020632,5.295422965695073,580124000
2018-01-08,5.4885101318359375,5.56267899650096,5.403957173425836,5.448953341140706,881216000
2018-01-09,5.487026214599609,5.533505416633515,5.40544028091156,5.493948628878952,497000000
2018-01-10,5.5300445556640625,5.533505763020399,5.340171868245673,5.39456233692441,582664000
2018-01-11,5.539931774139404,5.594075126804552,5.518422312391191,5.5626767072293175,406032000
2018-01-12,5.512737274169922,5.562430580882371,5.472191644071267,5.528065609445347,359916000
2018-01-16,5.441783905029297,5.624734198192705,5.3572314097114315,5.539192853741618,702348000
2018-01-17,5.555756568908691,5.565645530782648,5.362422672309141,5.456369932105361,538408000
2018-01-18,5.548832416534424,5.603222868694369,5.505319771874072,5.53647062862035,408632000
2018-01-19,5.68901252746582,5.713240974940806,5.612124223726254,5.639072123450914,609380000
2018-01-22,5.77752161026001,5.77925221387393,5.639319943950275,5.696924523479651,550944000
2018-01-23,5.906576633453369,5.929321576962846,5.812381803130523,5.830923784383087,475228000
2018-01-24,5.829686164855957,5.945637056271488,5.774059293982956,5.909788575980662,579972000
2018-01-25,5.8432841300964355,5.927342411315297,5.828450454456062,5.884076855995975,409884000
2018-01-26,6.015852451324463,6.016099545714782,5.874189559232004,5.88704554084129,516356000
2018-01-29,6.102876663208008,6.134028000623604,5.94860537164113,6.001265236057532,455116000
2018-01-30,6.000770568847656,6.092245939857234,5.894214425207659,5.960966684737286,570832000
2018-01-31,6.0769171714782715,6.162706065166608,6.043541044074206,6.076175416884301,478576000
2018-02-01,5.945885181427002,6.104112805070538,5.885561150426025,5.896933620882777,519224000
2018-02-02,5.773318290710449,5.883336103665258,5.715219526064751,5.859354748914135,718464000
2018-02-05,5.283308029174805,5.7661482491085225,5.068217610887506,5.61212407970193,1165204000
2018-02-06,5.577017307281494,5.5799838537570805,5.043494462880013,5.053383894240053,1114800000
2018-02-07,5.656625747680664,5.809166896904459,5.604707641396188,5.67590995255354,802932000
2018-02-08,5.377749919891357,5.815346886092659,5.377502354017995,5.782218328250371,1144000000
